date,flow,is_extreme,baseline_mean
2015-01-01,34.95310203380121,False,31.600589114269006
2015-01-02,31.5075452290023,False,31.488777251675813
2015-01-03,37.10925959587803,False,31.383551940508323
2015-01-04,45.38324473074623,False,31.284667209202606
2015-01-05,29.904540646746483,False,31.19187463761639
2015-01-06,29.842345484552045,False,31.104924598661775
2015-01-07,48.03272590390572,False,31.023567414792648
2015-01-08,48.78034650655575,True,30.947554428260066
2015-01-09,26.39477075830213,False,30.87663898477461
2015-01-10,35.17071908448597,False,30.810577330888687
2015-01-11,27.992889896589816,False,30.749129426032
2015-01-12,28.31436148965799,False,30.692059670697052
2015-01-13,30.934688067507217,False,30.639137552779257
2015-01-14,19.21420193181643,False,30.59013821452546
2015-01-15,18.948029252945116,False,30.544842942937787
2015-01-16,25.93627586603344,False,30.503039586816115
2015-01-17,24.4956487243497,False,30.464522903904136
2015-01-18,33.66232060205899,False,30.429094841832868
2015-01-19,23.545355904835144,False,30.39656475673337
2015-01-20,21.175523861895932,False,30.366749573520472
2015-01-21,43.230118012766546,False,30.339473891934052
2015-01-22,31.542589381506204,False,30.31457004246704
2015-01-23,31.08596634097356,False,30.29187809631327
2015-01-24,20.360731497788453,False,30.27124583343684
2015-01-25,27.725337506356855,False,30.252528672801297
2015-01-26,32.44323703268174,False,30.235589568705194
2015-01-27,24.455391717344476,False,30.220298877054073
2015-01-28,35.26917109182116,False,30.206534195260787
2015-01-29,26.691937308330342,False,30.194180179309896
2015-01-30,32.61511070494116,True,30.18312834135081
2015-01-31,25.756685297068643,False,30.173276831001278
2015-02-01,152.22448766461162,True,30.16453020335095
2015-02-02,29.65145702415919,False,30.156799176456495
2015-02-03,85.56183751013131,True,30.15000038091768
2015-02-04,37.02685490604863,False,30.144056103920505
2015-02-05,69.85653484648843,True,30.138894029930302
2015-02-06,32.42626600893372,False,30.134446980017664
2015-02-07,17.361700470085836,False,30.130652651603334
2015-02-08,19.897883798053737,False,30.127453360217622
2015-02-09,36.11558455315064,True,30.124795784685812
2015-02-10,35.80350668017003,False,30.122630716974612
2015-02-11,31.573724811558854,False,30.120912817767152
2015-02-12,28.61294819465285,False,30.11960037867548
2015-02-13,33.98947096617084,True,30.118655091850933
2015-02-14,20.283568655375397,False,30.118041827613958
2015-02-15,25.414378632960435,False,30.117728420596777
2015-02-16,26.959180086130093,False,30.117685464774084
2015-02-17,40.96278604638405,False,30.117886117649235
2015-02-18,31.84474737513591,False,30.11830591376572
2015-02-19,21.59136480999075,False,30.118922587625814
2015-02-20,32.06727912571546,False,30.119715906020044
2015-02-21,26.016082927138747,False,30.12066750970205
2015-02-22,25.21531735351111,False,30.121760764282893
2015-02-23,38.34036020726992,False,30.122980620166857
2015-02-24,39.87652235613295,False,30.124313481306352
2015-02-25,38.626305586327945,False,30.12574708251634
2015-02-26,25.220655224878183,False,30.12727037505842
2015-02-27,27.117970902351843,False,30.128873420180195
2015-02-28,33.058115812733746,False,30.130547290277192
2015-03-01,38.45729885983398,False,30.13228397733074
2015-03-02,28.54111287645296,False,30.134076308266515
2015-03-03,28.660444111154806,False,30.13591786687346
2015-03-04,22.47733230931291,False,30.137802921921487
2015-03-05,21.184443780740104,False,30.139726361118456
2015-03-06,37.07061566449591,False,30.1416836305513
2015-03-07,42.603439070952945,False,30.14367067926331
2015-03-08,28.40625292107472,False,30.145683908628524
2015-03-09,39.197807611449385,False,30.14772012619454
2015-03-10,33.23578514587404,False,30.14977650367713
2015-03-11,26.67429258436539,False,30.151850538802766
2015-03-12,34.217547384786094,False,30.153940020708752
2015-03-13,87.3912417394813,True,30.156042998625058
2015-03-14,28.85288706101631,False,30.158157753576102
2015-03-15,43.76728109940725,False,30.160282772855616
2015-03-16,17.430754055768237,False,30.162416727042263
2015-03-17,37.210856516949995,False,30.164558449338088
2015-03-18,32.57653673567782,False,30.166706917026264
2015-03-19,28.49451598913556,False,30.168861234858323
2015-03-20,31.624885170766387,False,30.171020620194547
2015-03-21,19.296648722578837,False,30.173184389734185
2015-03-22,59.954682100646735,True,30.1753519476845
2015-03-23,33.302593378352995,False,30.177522775229555
2015-03-24,42.43219487212796,False,30.179696421170785
2015-03-25,26.229115376737358,False,30.181872493622134
2015-03-26,25.300361055931823,False,30.184050652652374
2015-03-27,25.60222210462516,False,30.1862306037768
2015-03-28,38.51082388454967,False,30.188412092209
2015-03-29,31.278341796749817,False,30.1905948977918
2015-03-30,39.33305172272562,True,30.192778830533893
2015-03-31,33.66461522910997,False,30.194963726685696
2015-04-01,29.91186382774883,False,30.19714944529451
2015-04-02,37.03858606792321,False,30.199335865184928
2015-04-03,152.20958220778016,True,30.201522882315942
2015-04-04,25.920570002245835,False,30.203710407471135
2015-04-05,48.42126078889286,True,30.20589836424298
2015-04-06,22.05142030169941,False,30.20808668727633
2015-04-07,59.88687261112672,True,30.210275320740035
2015-04-08,57.79787082490869,True,30.21246421699892
2015-04-09,30.479566681122332,False,30.214653335461595
2015-04-10,28.633581250008824,False,30.21684264158217
2015-04-11,23.169929035431363,False,30.21903210599659
2015-04-12,27.995238743261513,False,30.22122170377652
2015-04-13,28.047340043524336,False,30.223411413785623
2015-04-14,25.637611121333666,False,30.225601218125025
2015-04-15,28.898827807398742,False,30.227791101656248
2015-04-16,33.36773393769981,False,30.229981051591352
2015-04-17,52.94741989673415,True,30.232171057141368
2015-04-18,44.42396651554681,True,30.234361109215044
2015-04-19,49.07068741241202,True,30.23655120016117
2015-04-20,29.570366966396058,False,30.238741323548407
2015-04-21,30.46450340049458,True,30.240931473977444
2015-04-22,29.490423047519496,False,30.243121646920972
2015-04-23,30.857852262206833,False,30.245311838587504
2015-04-24,55.949327710560006,False,30.24750204580568
2015-04-25,28.414699643536565,False,30.249692265926083
2015-04-26,31.91798331686716,False,30.251882496738045
2015-04-27,28.087335061467556,False,30.254072736399248
2015-04-28,21.8667918247871,False,30.256262983376207
2015-04-29,39.75265209259497,False,30.258453236394075
2015-04-30,64.61964712136938,True,50.26064349439429
2015-05-01,63.20322705718647,False,50.251725731236135
2015-05-02,39.39202697139432,False,50.22062892369306
2015-05-03,70.21703896166231,False,50.167463874092235
2015-05-04,110.64305543213761,True,50.092414570540505
2015-05-05,58.04956020139187,False,49.99573716805765
2015-05-06,86.83337729920629,False,49.87775857324906
2015-05-07,39.55677605898663,False,49.73887464346127
2015-05-08,43.8622879688968,False,49.57954801430285
2015-05-09,51.61569637541362,False,49.40030557221488
2015-05-10,43.10378345543718,False,49.201735591412195
2015-05-11,35.29592509842452,False,48.98448455696391
2015-05-12,49.23728612280437,False,48.74925369801604
2015-05-13,37.294948035518736,False,48.496795257160606
2015-05-14,55.585606016813855,False,48.22790852370649
2015-05-15,38.66457918795689,False,47.943435660093
2015-05-16,67.95195080966751,False,47.64425735189609
2015-05-17,38.91979760420284,False,47.33128831280096
2015-05-18,44.23112763466207,False,47.00547267654903
2015-05-19,55.849630783079924,False,46.66777930820864
2015-05-20,34.801046472157694,False,46.31919706717052
2015-05-21,49.04017886954281,False,45.960730054034975
2015-05-22,64.39935582771574,False,45.593392873044145
2015-05-23,29.562086111990247,False,45.21820594093361
2015-05-24,47.950161563854685,False,44.83619087204191
2015-05-25,47.59169326088836,False,44.4483659682441
2015-05-26,55.33188273074851,False,44.05574184078127
2015-05-27,34.83226347454087,False,43.6593171893644
2015-05-28,32.63547485215878,False,43.26007476205743
2015-05-29,49.31323598475901,False,42.85897751741694
2015-05-30,48.05020855308318,False,42.45696500820539
2015-05-31,55.138240419810714,True,42.054950003729445
2015-06-01,44.51443824174367,False,41.65381536550784
2015-06-02,34.765406834923226,False,41.25441118857096
2015-06-03,44.06177915146725,False,40.85755221826235
2015-06-04,44.366003649193914,False,40.46401554997449
2015-06-05,32.395105686451956,False,40.07453861683341
2015-06-06,62.18450430283124,False,39.6898174679696
2015-06-07,43.91287876141989,False,39.31050533770072
2015-06-08,29.44272109711363,False,38.937211503722374
2015-06-09,55.797160991359505,True,38.57050043027793
2015-06-10,30.088934452341775,False,38.21089119027164
2015-06-11,45.257419675646105,False,37.85885715841726
2015-06-12,51.85518770390627,False,37.51482596578948
2015-06-13,29.210694850756227,False,37.17917970457787
2015-06-14,48.19029732573957,False,36.85225537044183
2015-06-15,41.24473870636841,False,36.534345528636216
2015-06-16,45.77119472798971,False,36.22569918902497
2015-06-17,57.27962648212355,False,35.926522874226166
2015-06-18,33.373813330802044,False,35.63698186443679
2015-06-19,29.339826252940775,False,35.35720160196704
2015-06-20,27.614897678678485,False,35.08726923816789
2015-06-21,28.62690536033065,False,34.827235305258
2015-06-22,35.49609862750883,False,34.57711549553753
2015-06-23,33.414827917682494,True,34.33689253061167
2015-06-24,35.89205826366553,False,34.10651810352304
2015-06-25,40.90482991961396,False,33.88591487710168
